**Total header lines = 12
**
**AC Lewis, AB Geltmacher, Naval Research Lab, 2004-2006
**alexis.lewis@nrl.navy.mil
**
**Grain ID File for AL6XN Superaustenitic Stainless Steel
**3D Volume has dimensions [119 x 112 x 79] voxels
**Data arranged in a 2D array of 119 x 8,848 integer values
**Rows 1-119 represent slice 1, 120-238 represent slice 2, etc.
**Slice 1 is the bottom slice (z=0)
**Calibration (microns per voxel) is [3.6, 3.6, 3.3]
**
8	8	8	8	8	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	60	60	60	60	60	66	66	71	71	71	71	71	71	71	71	71	71	71	71	71	92	92
8	8	8	8	8	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	60	60	60	60	66	66	66	71	71	71	71	71	71	71	71	71	71	71	71	92	92	92
8	8	8	8	8	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	60	60	60	60	66	66	66	66	71	71	71	71	71	71	71	71	71	71	92	92	92	92
8	5	5	8	5	5	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	60	60	60	66	66	66	66	71	71	71	71	71	71	71	71	71	71	92	92	92	92
5	5	5	5	5	5	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	60	60	60	60	66	66	66	71	71	71	71	71	71	71	71	71	92	92	92	92	92
5	5	5	5	5	5	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	52	52	52	60	60	66	66	66	66	76	71	71	71	71	71	71	71	92	92	92	92	92
5	5	5	5	5	5	5	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	52	52	52	52	52	52	52	52	52	76	76	76	76	76	76	76	76	76	92	92	92	92	92
5	5	5	5	5	5	5	5	29	29	29	29	29	29	29	29	29	29	29	29	29	29	52	52	52	52	52	52	52	52	52	52	76	76	76	76	76	76	76	76	76	76	92	92	92	92
5	5	5	5	5	5	5	5	29	29	29	29	29	29	29	29	29	29	29	29	29	52	52	52	52	52	52	52	52	52	52	52	52	76	76	76	76	76	76	76	76	76	79	92	92	92
5	5	5	5	5	5	5	5	5	29	29	29	29	29	29	29	29	29	29	29	29	52	52	52	52	52	52	52	52	52	52	52	52	76	76	76	76	76	76	76	76	79	79	92	92	92
5	5	5	5	5	5	5	5	5	29	29	29	29	29	29	34	34	34	34	29	52	52	52	52	52	52	52	52	52	52	52	52	52	76	76	76	76	76	76	76	76	79	79	79	79	92
5	5	5	5	5	5	5	5	5	5	29	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	52	76	76	76	76	76	76	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	52	76	76	76	76	76	76	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	76	76	76	76	79	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	76	76	76	79	79	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	68	74	74	79	79	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	52	74	74	74	79	79	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	68	74	74	74	74	79	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	74	74	74	74	74	74	79	79	79	79	79	79
5	5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	74	74	74	74	74	74	79	79	79	79	79	79
5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	74	74	74	74	74	74	79	79	79	79	79	79
5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	74	74	74	74	74	74	79	79	79	79	79	79
5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	74	74	74	74	74	74	79	79	79	79	79	79
5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	52	74	74	74	74	74	74	74	79	79	79	79	79
5	5	5	5	5	5	5	5	34	34	34	34	34	34	34	34	34	34	34	34	34	52	52	52	52	52	52	52	52	52	52	52	52	70	74	74	74	74	74	74	74	79	79	79	79	79
5	5	5	5	5	5	5	21	34	34	34	34	34	34	34	34	34	34	34	34	34	48	52	52	52	52	52	52	52	52	52	52	52	70	74	74	74	74	74	74	74	79	79	79	79	79
5	5	21	21	21	21	21	21	34	34	34	34	34	34	34	34	34	34	34	34	34	48	48	52	52	52	52	52	52	52	52	52	70	70	70	74	74	74	74	74	74	74	79	79	79	79
5	21	21	21	21	21	21	21	30	34	34	34	34	34	34	34	34	34	34	34	48	48	48	48	52	52	52	52	52	52	52	70	70	70	70	70	74	74	74	74	74	74	79	79	79	79
5	21	21	21	21	21	21	30	30	30	30	34	34	34	34	34	34	34	34	48	48	48	48	48	48	48	52	52	52	52	70	70	70	70	70	70	74	74	74	74	74	74	79	79	79	79
21	21	21	21	21	21	21	30	30	30	30	30	30	34	34	34	34	34	48	48	48	48	48	48	48	48	48	52	52	52	70	70	70	70	70	70	70	74	74	74	74	74	74	79	79	79
21	21	21	21	21	21	30	30	30	30	30	30	30	30	30	30	34	34	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	74	74	74	74	74	79	79	79
10	10	21	21	21	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	74	74	74	74	74	79	79	79
10	10	10	21	21	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	74	74	74	74	79	79	79
10	10	10	21	30	30	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	74	74	74	74	74	79	79
10	10	10	10	30	30	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	74	74	74	74	74	79	79
10	10	10	10	30	30	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	70	74	74	74	74	74	79
10	10	10	10	30	30	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	70	70	74	74	74	74	79
10	10	10	10	30	30	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	70	70	70	74	74	74	79
10	10	10	10	30	30	30	30	30	30	30	30	30	30	30	30	30	30	48	48	48	48	48	48	48	48	48	48	48	48	70	70	70	70	70	70	70	70	70	70	70	70	74	74	74	74
