**Grain ID, Rodrigues vector r_x, r_y, r_z
1	-0.47986	1.2265	-2.5088
2	-3.088	1.7817	-1.0464
3	-0.083201	-0.27473	0.26983
4	-4.4501	-10.276	-1.5599
5	0.20217	-0.71554	0.16632
6	-2.5785	-21.35	-83.2
7	0.53221	-0.23585	0.27538
9	0.019467	0.093524	-1.0895
10	1.2663	1.4251	-7.4724
11	0.21506	-0.71835	0.18948
12	-3.3046	1.1139	-0.67838
13	0.90433	0.47607	-1.4369
14	-2.1496	0.50767	0.33624
16	8.468	3.285	-5.1878
17	-5.2088	0.94211	0.46957
18	0.14679	0.017033	0.28451
19	-0.14919	-0.17105	-1.8536
20	-4.5104	2.726	-0.9498
21	-0.075027	-0.40187	-0.24994
22	-50.076	39.676	-2.1707
23	-0.53303	1.488	-1.3665
24	0.40292	1.4887	-2.4699
25	-0.89084	0.68216	-0.77625
27	-0.87783	-4.9306	-2.1086
28	-2.3584	1.1732	0.46574
29	-1.6745	3.2777	0.12903
30	-14.226	-7.768	-2.1377
31	377.53	90.558	-288.1
32	0.42429	-0.20546	0.47261
33	-4.5342	17.624	-13.981
34	-86.323	73.775	-20.699
36	-12.593	10.767	-3.4807
37	-0.44496	0.16737	-1.0319
38	0.70445	0.063583	0.77738
39	4.5272	1.7837	1.5859
40	-2.016	-2.2701	0.38794
42	-0.57216	-1.013	-0.2542
43	51.458	-19.204	22.234
44	-0.1953	0.36382	-0.97395
45	-1.3916	0.49199	0.62809
46	0.061391	-1.6327	-0.032544
47	0.83902	0.71229	-2.8661
48	-3.132	-0.55313	-0.056282
50	0.01943	-1.6207	-0.052656
51	0.86241	4.858	-2.053
52	-4.0916	1.6113	1.468
53	-1.017	-7.2668	-3.1771
54	-0.40916	0.13383	-0.24748
55	-0.29845	0.14486	-3.554
56	-1.2818	0.94549	-0.058585
